Trip ID,Category,Trip Date,From Airport,To Airport,Distance Km,Unit,Nights,Employee Region
T-004568,Hotel,2026-03-10,,,,km,4,UAE
T-004569,Flight,2026-03-11,BOM,LHR,6454,km,,US
T-004570,Flight,2026-03-12,DEL,BOM,8841,km,,Singapore
T-004571,Ground,2026-03-13,,,159,km,,India
T-004572,Hotel,2026-03-14,,,,km,5,UK
T-004573,Flight,2026-03-15,SIN,JFK,3238,km,,US
T-004574,Hotel,2026-03-16,,,,km,12,UK
T-004575,Hotel,2026-03-17,,,,km,4,UAE
T-004576,Ground,2026-03-18,,,5,km,,UK
T-004577,Flight,2026-03-19,DEL,SFO,3370,km,,India
T-004578,Flight,2026-03-20,DEL,BOM,10254,km,,Singapore
T-004579,Hotel,2026-03-21,,,,km,3,UK
T-004580,Ground,2026-03-22,,,4,km,,Singapore
T-004581,Flight,2026-03-23,BOM,DXB,8197,km,,India
T-004582,Flight,2026-03-24,SFO,SIN,4133,km,,US
T-004583,Flight,2026-03-25,SIN,BLR,8105,km,,Singapore
T-004584,Hotel,2026-03-26,,,,km,3,Singapore
T-004585,Hotel,2026-03-27,,,,km,10,UK
T-004586,Ground,2026-03-28,,,17,km,,Singapore
T-004587,Flight,2026-03-29,SFO,LHR,10169,km,,Singapore
T-004588,Hotel,2026-03-30,,,,km,12,UK
T-004589,Ground,2026-03-31,,,61,km,,US
T-004590,Hotel,2026-04-01,,,,km,4,Singapore
T-004591,Flight,2026-04-02,DEL,JFK,346,km,,UAE
T-004592,Hotel,2026-04-03,,,,km,12,US
T-004593,Flight,2026-04-04,DXB,BOM,5340,km,,US
T-004594,Flight,2026-04-05,BLR,DEL,923,km,,UAE
T-004595,Hotel,2026-04-06,,,,km,11,UAE
T-004596,Flight,2026-04-07,BLR,BOM,,km,,US
T-004597,Flight,2026-04-08,JFK,BLR,10201,km,,UAE
T-004598,Flight,2026-04-09,DXB,JFK,1060,km,,India
T-004599,Flight,2026-04-10,BLR,DXB,10738,km,,UAE
T-004600,Hotel,2026-04-11,,,,km,9,UAE
T-004601,Flight,2026-04-12,DXB,SFO,11638,km,,India
T-004602,Ground,2026-04-13,,,90,km,,Singapore
T-004603,Flight,2026-04-14,BLR,BOM,8756,km,,UK
T-004604,Ground,2026-04-15,,,76,km,,UAE
T-004605,Ground,2026-04-16,,,176,km,,US
T-004606,Hotel,2026-04-17,,,,km,7,Singapore
T-004607,Flight,2026-04-18,SIN,LHR,4912,km,,UK
T-004608,Ground,2026-04-19,,,15,km,,US
T-004609,Ground,2026-04-20,,,173,km,,UAE
T-004610,Flight,2026-04-21,SFO,SIN,7076,km,,Singapore
T-004611,Hotel,2026-04-22,,,,km,11,India
T-004612,Hotel,2026-04-23,,,,km,9,UK
T-004613,Ground,2026-04-24,,,81,km,,UK
T-004614,Hotel,2026-04-25,,,,km,9,UK
T-004615,Ground,2026-04-26,,,56,km,,US
T-004616,Ground,2026-04-27,,,137,km,,UK
T-004617,Flight,2026-04-28,SFO,SIN,2034,km,,UK
T-004618,Hotel,2026-04-29,,,,km,12,UAE
T-004619,Ground,2026-04-30,,,76,km,,US
T-004620,Ground,2026-05-01,,,78,km,,UK
T-004621,Flight,2026-05-02,SFO,SIN,4863,km,,UK
T-004622,Flight,2026-05-03,JFK,BLR,10918,km,,UAE
T-004623,Flight,2026-05-04,LHR,DXB,10562,km,,India
T-004624,Ground,2026-05-05,,,178,km,,UAE
T-004625,Ground,2026-05-06,,,81,km,,UK
T-004626,Ground,2026-05-07,,,65,km,,UK
T-004627,Ground,2026-05-08,,,178,km,,India
T-004628,Ground,2026-05-09,,,51,km,,UK
T-004629,Flight,2026-05-10,SFO,BLR,1821,km,,UAE
T-004630,Flight,2026-05-11,DEL,BLR,7956,km,,US
T-004631,Flight,2026-05-12,SIN,BOM,10414,km,,Singapore
T-004632,Flight,2026-05-13,BOM,SFO,,km,,UAE
T-004633,Ground,2026-05-14,,,34,km,,US
T-004634,Ground,2026-05-15,,,154,km,,Singapore
T-004635,Ground,2026-05-16,,,92,km,,UAE
T-004636,Hotel,2026-05-17,,,,km,3,India
T-004637,Hotel,2026-05-18,,,,km,12,UK
T-004638,Hotel,2026-05-19,,,,km,12,India
T-004639,Ground,2026-05-20,,,43,km,,India
T-004640,Flight,2026-05-21,BLR,BOM,,km,,India
T-004641,Flight,2026-05-22,JFK,BLR,4053,km,,India
T-004642,Flight,2026-05-23,SIN,DXB,8567,km,,US
T-004643,Hotel,2026-05-24,,,,km,7,UAE
T-004644,Ground,2026-05-25,,,90,km,,Singapore
T-004645,Ground,2026-05-26,,,29,km,,Singapore
T-004646,Ground,2026-05-27,,,25,km,,UAE
T-004647,Flight,2026-05-28,SFO,LHR,8418,km,,UK
T-004648,Ground,2026-05-29,,,145,km,,UK
T-004649,Ground,2026-05-30,,,123,km,,UAE
T-004650,Hotel,2026-05-31,,,,km,12,US
T-004651,Flight,2026-06-01,SFO,BOM,10983,km,,Singapore
T-004652,Flight,2026-06-02,LHR,BLR,,km,,Singapore
T-004653,Hotel,2026-06-03,,,,km,1,Singapore
T-004654,Hotel,2026-06-04,,,,km,6,Singapore
T-004655,Flight,2026-06-05,BOM,SIN,11391,km,,India
T-004656,Hotel,2026-06-06,,,,km,11,UAE
T-004657,Hotel,2026-06-07,,,,km,9,US
T-004658,Hotel,2026-06-08,,,,km,11,UK
T-004659,Flight,2026-06-09,LHR,SIN,10430,km,,US
T-004660,Hotel,2026-06-10,,,,km,4,US
T-004661,Hotel,2026-06-11,,,,km,1,India
T-004662,Hotel,2026-06-12,,,,km,3,India
T-004663,Ground,2026-06-13,,,180,km,,Singapore
T-004664,Hotel,2026-06-14,,,,km,9,UAE
T-004665,Flight,2026-06-15,DEL,DXB,10312,km,,Singapore
T-004666,Flight,2026-06-16,SIN,SFO,12439,km,,India
T-004667,Ground,2026-06-17,,,77,km,,US
T-004668,Hotel,2026-06-18,,,,km,6,India
T-004669,Flight,2026-06-19,DXB,LHR,9301,km,,US
T-004670,Ground,2026-06-20,,,123,km,,UK
T-004671,Flight,2026-06-21,DXB,SIN,9050,km,,US
T-004672,Hotel,2026-06-22,,,,km,12,India
T-004673,Ground,2026-06-23,,,29,km,,US
T-004674,Ground,2026-06-24,,,94,km,,India
T-004675,Ground,2026-06-25,,,37,km,,UK
T-004676,Hotel,2026-06-26,,,,km,12,UAE
T-004677,Flight,2026-06-27,BLR,DXB,3049,km,,Singapore
T-004678,Flight,2026-06-28,BLR,SIN,3538,km,,UK
T-004679,Hotel,2026-06-29,,,,km,7,US
T-004680,Ground,2026-01-01,,,147,km,,UAE
T-004681,Flight,2026-01-02,LHR,SFO,3752,km,,India
T-004682,Ground,2026-01-03,,,4,km,,India
T-004683,Ground,2026-01-04,,,162,km,,India
T-004684,Flight,2026-01-05,BOM,DXB,,km,,Singapore
T-004685,Ground,2026-01-06,,,176,km,,India
T-004686,Flight,2026-01-07,SFO,SIN,10517,km,,India
T-004687,Hotel,2026-01-08,,,,km,6,US
T-004688,Flight,2026-01-09,DXB,DEL,,km,,UK
T-004689,Hotel,2026-01-10,,,,km,8,Singapore
T-004690,Ground,2026-01-11,,,176,km,,India
T-004691,Hotel,2026-01-12,,,,km,2,UAE
T-004692,Ground,2026-01-13,,,19,km,,UAE
T-004693,Flight,2026-01-14,SFO,DEL,11192,km,,India
T-004694,Hotel,2026-01-15,,,,km,4,US
T-004695,Hotel,2026-01-16,,,,km,5,Singapore
T-004696,Hotel,2026-01-17,,,,km,10,India
T-004697,Flight,2026-01-18,LHR,SFO,3470,km,,UAE
T-004698,Flight,2026-01-19,JFK,DXB,9287,km,,UAE
T-004699,Hotel,2026-01-20,,,,km,2,US
T-004700,Ground,2026-01-21,,,140,km,,India
T-004701,Ground,2026-01-22,,,42,km,,US
T-004702,Ground,2026-01-23,,,156,km,,UAE
T-004703,Hotel,2026-01-24,,,,km,5,US
T-004704,Hotel,2026-01-25,,,,km,5,UAE
T-004705,Ground,2026-01-26,,,145,km,,UAE
T-004706,Hotel,2026-01-27,,,,km,8,UK
T-004707,Ground,2026-01-28,,,131,km,,India
T-004708,Ground,2026-01-29,,,49,km,,US
T-004709,Hotel,2026-01-30,,,,km,5,US
T-004710,Flight,2026-01-31,DXB,BOM,10069,km,,India
T-004711,Ground,2026-02-01,,,126,km,,Singapore
T-004712,Ground,2026-02-02,,,92,km,,US
T-004713,Ground,2026-02-03,,,84,km,,Singapore
T-004714,Hotel,2026-02-04,,,,km,8,UAE
T-004715,Hotel,2026-02-05,,,,km,3,India
T-004716,Hotel,2026-02-06,,,,km,10,India
T-004717,Ground,2026-02-07,,,5,km,,UAE
T-004718,Hotel,2026-02-08,,,,km,10,US
T-004719,Ground,2026-02-09,,,77,km,,US
T-004720,Hotel,2026-02-10,,,,km,1,US
T-004721,Hotel,2026-02-11,,,,km,6,US
T-004722,Ground,2026-02-12,,,92,km,,India
T-004723,Ground,2026-02-13,,,129,km,,India
T-004724,Hotel,2026-02-14,,,,km,2,UAE
T-004725,Flight,2026-02-15,SFO,BLR,2324,km,,UK
T-004726,Ground,2026-02-16,,,8,km,,India
T-004727,Hotel,2026-02-17,,,,km,9,India
T-004728,Ground,2026-02-18,,,96,km,,UK
T-004729,Hotel,2026-02-19,,,,km,8,UAE
T-004730,Hotel,2026-02-20,,,,km,1,UK
T-004731,Flight,2026-02-21,DXB,BLR,12201,km,,UAE
T-004732,Ground,2026-02-22,,,93,km,,US
T-004733,Flight,2026-02-23,JFK,SFO,8023,km,,UK
T-004734,Flight,2026-02-24,BOM,SIN,11701,km,,UAE
T-004735,Ground,2026-02-25,,,18,km,,UK
T-004736,Hotel,2026-02-26,,,,km,11,UK
T-004737,Flight,2026-02-27,LHR,BOM,9444,km,,UAE
T-004738,Flight,2026-02-28,BOM,DEL,10982,km,,Singapore
T-004739,Hotel,2026-03-01,,,,km,9,Singapore
T-004740,Hotel,2026-03-02,,,,km,11,UK
T-004741,Ground,2026-03-03,,,102,km,,UK
T-004742,Hotel,2026-03-04,,,,km,5,US
T-004743,Ground,2026-03-05,,,173,km,,UAE
T-004744,Hotel,2026-03-06,,,,km,5,UAE
T-004745,Ground,2026-03-07,,,112,km,,Singapore
T-004746,Flight,2026-03-08,DXB,DEL,8988,km,,UAE
T-004747,Flight,2026-03-09,DXB,SIN,4818,km,,Singapore
T-004748,Flight,2026-03-10,BOM,BLR,,km,,UK
T-004749,Flight,2026-03-11,LHR,DXB,3889,km,,India
T-004750,Ground,2026-03-12,,,84,km,,US
T-004751,Flight,2026-03-13,DEL,LHR,3397,km,,India
T-004752,Hotel,2026-03-14,,,,km,12,US
T-004753,Flight,2026-03-15,BOM,BLR,10184,km,,India
T-004754,Hotel,2026-03-16,,,,km,9,US
T-004755,Flight,2026-03-17,DXB,DEL,4426,km,,India
T-004756,Ground,2026-03-18,,,172,km,,UAE
T-004757,Ground,2026-03-19,,,160,km,,Singapore
T-004758,Hotel,2026-03-20,,,,km,4,UK
T-004759,Hotel,2026-03-21,,,,km,6,UAE
T-004760,Ground,2026-03-22,,,160,km,,Singapore
T-004761,Hotel,2026-03-23,,,,km,12,UK
T-004762,Flight,2026-03-24,JFK,DXB,5187,km,,UAE
T-004763,Flight,2026-03-25,LHR,SFO,9785,km,,UK
T-004764,Hotel,2026-03-26,,,,km,4,US
T-004765,Hotel,2026-03-27,,,,km,8,India
T-004766,Hotel,2026-03-28,,,,km,1,UAE
T-004767,Flight,2026-03-29,DXB,LHR,9902,km,,UK
T-004768,Ground,2026-03-30,,,133,km,,UK
T-004769,Flight,2026-03-31,JFK,DXB,6892,km,,Singapore
T-004770,Hotel,2026-04-01,,,,km,7,UK
T-004771,Flight,2026-04-02,JFK,BOM,9868,km,,UAE
T-004772,Hotel,2026-04-03,,,,km,5,US
T-004773,Flight,2026-04-04,SIN,BLR,9421,km,,US
T-004774,Ground,2026-04-05,,,155,km,,India
T-004775,Flight,2026-04-06,DXB,JFK,10243,km,,India
T-004776,Hotel,2026-04-07,,,,km,7,India
T-004777,Flight,2026-04-08,LHR,JFK,3774,km,,India
T-004778,Flight,2026-04-09,JFK,BOM,12362,km,,UK
T-004779,Ground,2026-04-10,,,14,km,,Singapore
T-004780,Ground,2026-04-11,,,101,km,,UAE
T-004781,Hotel,2026-04-12,,,,km,12,UK
T-004782,Ground,2026-04-13,,,63,km,,UAE
T-004783,Flight,2026-04-14,JFK,SFO,7868,km,,US
T-004784,Ground,2026-04-15,,,82,km,,UK
T-004785,Flight,2026-04-16,JFK,DXB,4761,km,,India
T-004786,Hotel,2026-04-17,,,,km,2,UK
T-004787,Hotel,2026-04-18,,,,km,10,UAE
T-004788,Ground,2026-04-19,,,118,km,,UAE
T-004789,Flight,2026-04-20,BOM,JFK,12066,km,,US
T-004790,Hotel,2026-04-21,,,,km,5,UK
T-004791,Hotel,2026-04-22,,,,km,12,UK
T-004792,Ground,2026-04-23,,,179,km,,India
T-004793,Hotel,2026-04-24,,,,km,8,US
T-004794,Hotel,2026-04-25,,,,km,11,US
T-004795,Flight,2026-04-26,SIN,SFO,9164,km,,US
T-004796,Ground,2026-04-27,,,87,km,,India
T-004797,Hotel,2026-04-28,,,,km,7,India
T-004798,Flight,2026-04-29,BOM,DXB,5123,km,,Singapore
T-004799,Hotel,2026-04-30,,,,km,9,India
T-004800,Ground,2026-05-01,,,113,km,,UAE
T-004801,Flight,2026-05-02,LHR,SFO,10551,km,,India
T-004802,Flight,2026-05-03,BLR,LHR,11350,km,,Singapore
T-004803,Hotel,2026-05-04,,,,km,3,US
T-004804,Ground,2026-05-05,,,29,km,,US
T-004805,Ground,2026-05-06,,,172,km,,US
T-004806,Flight,2026-05-07,SFO,BOM,8084,km,,US
T-004807,Ground,2026-05-08,,,10,km,,UAE
T-004808,Ground,2026-05-09,,,130,km,,Singapore
T-004809,Flight,2026-05-10,DEL,SFO,10342,km,,India
T-004810,Ground,2026-05-11,,,131,km,,US
T-004811,Flight,2026-05-12,BOM,DXB,5856,km,,India
T-004812,Hotel,2026-05-13,,,,km,10,UK
T-004813,Ground,2026-05-14,,,108,km,,UAE
T-004814,Hotel,2026-05-15,,,,km,8,UK
T-004815,Ground,2026-05-16,,,19,km,,UAE
T-004816,Ground,2026-05-17,,,137,km,,US
T-004817,Hotel,2026-05-18,,,,km,4,Singapore
T-004818,Hotel,2026-05-19,,,,km,7,UK
T-004819,Hotel,2026-05-20,,,,km,8,UK
T-004820,Ground,2026-05-21,,,102,km,,US
T-004821,Ground,2026-05-22,,,8,km,,UAE
T-004822,Flight,2026-05-23,JFK,LHR,4160,km,,US
T-004823,Ground,2026-05-24,,,39,km,,Singapore
T-004824,Ground,2026-05-25,,,30,km,,UK
T-004825,Flight,2026-05-26,JFK,SIN,1770,km,,India
T-004826,Ground,2026-05-27,,,177,km,,UAE
T-004827,Ground,2026-05-28,,,59,km,,UK
T-004828,Hotel,2026-05-29,,,,km,6,UK
T-004829,Ground,2026-05-30,,,102,km,,US
T-004830,Hotel,2026-05-31,,,,km,3,UAE
T-004831,Hotel,2026-06-01,,,,km,1,UAE
T-004832,Ground,2026-06-02,,,119,km,,Singapore
T-004833,Ground,2026-06-03,,,75,km,,Singapore
T-004834,Hotel,2026-06-04,,,,km,10,US
T-004835,Hotel,2026-06-05,,,,km,6,UAE
T-004836,Hotel,2026-06-06,,,,km,10,UK
T-004837,Flight,2026-06-07,DEL,SFO,10194,km,,UAE
T-004838,Ground,2026-06-08,,,89,km,,UAE
T-004839,Ground,2026-06-09,,,146,km,,Singapore
T-004840,Flight,2026-06-10,SFO,BOM,,km,,India
T-004841,Flight,2026-06-11,LHR,BOM,5088,km,,US
T-004842,Ground,2026-06-12,,,180,km,,UK
T-004843,Flight,2026-06-13,SFO,SIN,5642,km,,US
T-004844,Ground,2026-06-14,,,12,km,,UAE
T-004845,Flight,2026-06-15,BLR,LHR,4419,km,,India
T-004846,Flight,2026-06-16,DEL,BLR,2005,km,,Singapore
T-004847,Hotel,2026-06-17,,,,km,3,US
T-004848,Flight,2026-06-18,SIN,DXB,,km,,UK
T-004849,Ground,2026-06-19,,,149,km,,UK
T-004850,Flight,2026-06-20,SFO,SIN,5584,km,,India
T-004851,Ground,2026-06-21,,,91,km,,Singapore
T-004852,Flight,2026-06-22,SFO,DXB,,km,,UAE
T-004853,Hotel,2026-06-23,,,,km,1,Singapore
T-004854,Ground,2026-06-24,,,4,km,,UK
T-004855,Flight,2026-06-25,DXB,BOM,2870,km,,UK
T-004856,Ground,2026-06-26,,,71,km,,UAE
T-004857,Ground,2026-06-27,,,82,km,,Singapore
T-004858,Ground,2026-06-28,,,41,km,,UAE
T-004859,Ground,2026-06-29,,,100,km,,US
T-004860,Flight,2026-01-01,LHR,BLR,,km,,UAE
T-004861,Ground,2026-01-02,,,90,km,,India
T-004862,Hotel,2026-01-03,,,,km,4,US
T-004863,Hotel,2026-01-04,,,,km,6,UK
T-004864,Hotel,2026-01-05,,,,km,6,UK
T-004865,Hotel,2026-01-06,,,,km,3,UK
T-004866,Ground,2026-01-07,,,10,km,,UAE
T-004867,Flight,2026-01-08,SIN,JFK,1658,km,,US
T-004868,Flight,2026-01-09,DEL,JFK,,km,,UAE
T-004869,Ground,2026-01-10,,,166,km,,Singapore
T-004870,Flight,2026-01-11,BLR,JFK,3135,km,,UAE
T-004871,Flight,2026-01-12,SIN,JFK,4198,km,,UK
T-004872,Ground,2026-01-13,,,135,km,,UAE
T-004873,Flight,2026-01-14,DXB,JFK,10890,km,,Singapore
T-004874,Flight,2026-01-15,SFO,DEL,9846,km,,UK
T-004875,Ground,2026-01-16,,,160,km,,UK
T-004876,Ground,2026-01-17,,,3,km,,India
T-004877,Hotel,2026-01-18,,,,km,12,India
T-004878,Ground,2026-01-19,,,70,km,,India
T-004879,Flight,2026-01-20,LHR,JFK,666,km,,Singapore
T-004880,Ground,2026-01-21,,,75,km,,UAE
T-004881,Ground,2026-01-22,,,43,km,,India
T-004882,Hotel,2026-01-23,,,,km,10,US
T-004883,Flight,2026-01-24,JFK,BOM,4644,km,,UK
T-004884,Flight,2026-01-25,DXB,SFO,,km,,UAE
T-004885,Ground,2026-01-26,,,75000,km,,India
T-004886,Ground,2026-01-27,,,131,km,,Singapore
T-004887,Flight,2026-01-28,DXB,JFK,462,km,,US
T-004888,Ground,2026-01-29,,,175,km,,UAE
T-004889,Flight,2026-01-30,JFK,SFO,5707,km,,US
T-004890,Ground,2026-01-31,,,14,km,,UAE
T-004891,Flight,2026-02-01,BOM,SIN,8894,km,,UK
T-004892,Hotel,2026-02-02,,,,km,2,UAE
T-004893,Hotel,2026-02-03,,,,km,7,Singapore
T-004894,Flight,2026-02-04,SIN,DXB,11105,km,,UK
T-004895,Hotel,2026-02-05,,,,km,3,UAE
T-004896,Ground,2026-02-06,,,127,km,,US
T-004897,Ground,2026-02-07,,,77,km,,India
T-004898,Flight,2026-02-08,JFK,BLR,1420,km,,Singapore
T-004899,Flight,2026-02-09,DEL,DXB,6812,km,,India
T-004900,Ground,2026-02-10,,,113,km,,US
T-004901,Hotel,2026-02-11,,,,km,9,UAE
T-004902,Ground,2026-02-12,,,137,km,,UAE
T-004903,Ground,2026-02-13,,,74,km,,India
T-004904,Ground,2026-02-14,,,101,km,,UAE
T-004905,Ground,2026-02-15,,,73,km,,UK
T-004906,Ground,2026-02-16,,,46,km,,India
T-004907,Ground,2026-02-17,,,23,km,,UK
T-004908,Hotel,2026-02-18,,,,km,2,India
T-004909,Hotel,2026-02-19,,,,km,10,Singapore
T-004910,Flight,2026-02-20,LHR,SIN,3879,km,,Singapore
T-004911,Flight,2026-02-21,BOM,JFK,2424,km,,Singapore
T-004912,Ground,2026-02-22,,,114,km,,India
T-004913,Flight,2026-02-23,DXB,BLR,5683,km,,India
T-004914,Ground,2026-02-24,,,135,km,,Singapore
T-004915,Flight,2026-02-25,DEL,DXB,333,km,,UAE
T-004916,Ground,2026-02-26,,,56,km,,UAE
T-004917,Ground,2026-02-27,,,162,km,,UK
T-004918,Hotel,2026-02-28,,,,km,12,US
T-004919,Ground,2026-03-01,,,125,km,,UK
T-004920,Ground,2026-03-02,,,180,km,,UAE
T-004921,Ground,2026-03-03,,,41,km,,UK
T-004922,Flight,2026-03-04,BLR,LHR,6608,km,,US
T-004923,Flight,2026-03-05,DXB,DEL,936,km,,UK
T-004924,Flight,2026-03-06,JFK,SIN,,km,,Singapore
T-004925,Hotel,2026-03-07,,,,km,9,UK
T-004926,Hotel,2026-03-08,,,,km,9,US
T-004927,Flight,2026-03-09,SIN,DEL,11590,km,,Singapore
T-004928,Hotel,2026-03-10,,,,km,1,Singapore
T-004929,Ground,2026-03-11,,,21,km,,UK
T-004930,Ground,2026-03-12,,,67,km,,US
T-004931,Flight,2026-03-13,DEL,JFK,5853,km,,India
T-004932,Hotel,2026-03-14,,,,km,12,Singapore
T-004933,Ground,2026-03-15,,,87,km,,Singapore
T-004934,Hotel,2026-03-16,,,,km,3,US
T-004935,Flight,2026-03-17,BLR,SFO,6395,km,,Singapore
T-004936,Flight,2026-03-18,JFK,LHR,,km,,UK
T-004937,Ground,2026-03-19,,,141,km,,India
T-004938,Flight,2026-03-20,SIN,LHR,3432,km,,Singapore
T-004939,Hotel,2026-03-21,,,,km,4,UK
T-004940,Flight,2026-03-22,LHR,SIN,,km,,UK
T-004941,Ground,2026-03-23,,,47,km,,US
T-004942,Hotel,2026-03-24,,,,km,3,Singapore
T-004943,Flight,2026-03-25,LHR,DXB,2007,km,,India
T-004944,Flight,2026-03-26,SIN,DEL,,km,,Singapore
T-004945,Ground,2026-03-27,,,25,km,,Singapore
T-004946,Flight,2026-03-28,SIN,BOM,6385,km,,UK
T-004947,Ground,2026-03-29,,,112,km,,UAE
T-004948,Hotel,2026-03-30,,,,km,1,UK
T-004949,Ground,2026-03-31,,,137,km,,UAE
T-004950,Ground,2026-04-01,,,127,km,,Singapore
T-004951,Hotel,2026-04-02,,,,km,10,Singapore
T-004952,Ground,2026-04-03,,,106,km,,Singapore
T-004953,Hotel,2026-04-04,,,,km,1,US
T-004954,Hotel,2026-04-05,,,,km,8,US
T-004955,Ground,2026-04-06,,,62,km,,UAE
T-004956,Hotel,2026-04-07,,,,km,3,Singapore
T-004957,Hotel,2026-04-08,,,,km,6,India
T-004958,Flight,2026-04-09,DXB,LHR,11929,km,,US
T-004959,Flight,2026-04-10,JFK,SIN,3626,km,,UAE
T-004960,Hotel,2026-04-11,,,,km,6,Singapore
T-004961,Flight,2026-04-12,LHR,DXB,6601,km,,UK
T-004962,Hotel,2026-04-13,,,,km,11,India
T-004963,Ground,2026-04-14,,,65,km,,UAE
T-004964,Hotel,2026-04-15,,,,km,5,UAE
T-004965,Flight,2026-04-16,JFK,BLR,5389,km,,UAE
T-004966,Flight,2026-04-17,SFO,DXB,7270,km,,Singapore
T-004967,Ground,2026-04-18,,,5,km,,UAE
T-004968,Flight,2026-04-19,LHR,DEL,,km,,UK
T-004969,Hotel,2026-04-20,,,,km,3,UAE
T-004970,Flight,2026-04-21,BOM,DEL,5198,km,,Singapore
T-004971,Flight,2026-04-22,SIN,SFO,1027,km,,UK
T-004972,Ground,2026-04-23,,,3,km,,US
T-004973,Flight,2026-04-24,DEL,SFO,12381,km,,Singapore
T-004974,Flight,2026-04-25,LHR,SFO,7766,km,,UAE
T-004975,Flight,2026-04-26,SIN,DEL,3677,km,,India
T-004976,Hotel,2026-04-27,,,,km,6,India
T-004977,Ground,2026-04-28,,,166,km,,UAE
T-004978,Flight,2026-04-29,DXB,BOM,7202,km,,Singapore
T-004979,Ground,2026-04-30,,,159,km,,Singapore
T-004980,Hotel,2026-05-01,,,,km,2,UK
T-004981,Flight,2026-05-02,BLR,SFO,3030,km,,UAE
T-004982,Flight,2026-05-03,JFK,LHR,11138,km,,Singapore
T-004983,Flight,2026-05-04,DEL,SFO,329,km,,UK
T-004984,Ground,2026-05-05,,,167,km,,US
T-004985,Ground,2026-05-06,,,44,km,,US
T-004986,Ground,2026-05-07,,,58,km,,UAE
T-004987,Flight,2026-05-08,DEL,SFO,4120,km,,UK
T-004988,Flight,2026-05-09,DEL,BLR,,km,,Singapore
T-004989,Flight,2026-05-10,BOM,SIN,9028,km,,US
T-004990,Ground,2026-05-11,,,178,km,,Singapore
T-004991,Hotel,2026-05-12,,,,km,1,Singapore
T-004992,Flight,2026-05-13,JFK,SIN,,km,,India
T-004993,Hotel,2026-05-14,,,,km,7,UAE
T-004994,Hotel,2026-05-15,,,,km,7,India
T-004995,Ground,2026-05-16,,,68,km,,Singapore
T-004996,Hotel,2026-05-17,,,,km,3,UK
T-004997,Ground,2026-05-18,,,4,km,,Singapore
T-004998,Hotel,2026-05-19,,,,km,5,Singapore
T-004999,Flight,2026-05-20,DXB,DEL,11521,km,,UAE
T-005000,Hotel,2026-05-21,,,,km,10,US
T-005001,Flight,2026-05-22,BLR,JFK,3286,km,,India
T-005002,Hotel,2026-05-23,,,,km,3,Singapore
T-005003,Ground,2026-05-24,,,96,km,,India
T-005004,Flight,2026-05-25,BLR,BOM,,km,,India
T-005005,Flight,2026-05-26,SIN,DEL,1043,km,,UAE
T-005006,Ground,2026-05-27,,,130,km,,UK
T-005007,Ground,2026-05-28,,,68,km,,India
T-005008,Hotel,2026-05-29,,,,km,4,Singapore
T-005009,Flight,2026-05-30,DEL,JFK,3796,km,,UK
T-005010,Hotel,2026-05-31,,,,km,4,UAE
T-005011,Flight,2026-06-01,DEL,JFK,6925,km,,India
T-005012,Hotel,2026-06-02,,,,km,6,Singapore
T-005013,Flight,2026-06-03,DXB,BLR,9180,km,,Singapore
T-005014,Flight,2026-06-04,SIN,SFO,11891,km,,Singapore
T-005015,Flight,2026-06-05,BOM,LHR,10313,km,,India
T-005016,Flight,2026-06-06,JFK,DXB,,km,,US
T-005017,Ground,2026-06-07,,,112,km,,Singapore
T-005018,Hotel,2026-06-08,,,,km,6,UAE
T-005019,Flight,2026-06-09,SIN,BOM,9660,km,,US
T-005020,Ground,2026-06-10,,,151,km,,UAE
T-005021,Hotel,2026-06-11,,,,km,5,US
T-005022,Ground,2026-06-12,,,76,km,,UAE
T-005023,Hotel,2026-06-13,,,,km,12,UAE
T-005024,Flight,2026-06-14,BLR,LHR,,km,,India
T-005025,Hotel,2026-06-15,,,,km,2,India
T-005026,Flight,2026-06-16,BOM,SFO,9494,km,,UAE
T-005027,Hotel,2026-06-17,,,,km,5,UAE
T-005028,Hotel,2026-06-18,,,,km,9,Singapore
T-005029,Hotel,2026-06-19,,,,km,3,UK
T-005030,Hotel,2026-06-20,,,,km,9,India
T-005031,Flight,2026-06-21,BOM,DEL,11534,km,,India
T-005032,Flight,2026-06-22,BLR,DEL,,km,,UAE
T-005033,Hotel,2026-06-23,,,,km,1,Singapore
T-005034,Flight,2026-06-24,BLR,DXB,11768,km,,India
T-005035,Ground,2026-06-25,,,132,km,,Singapore
T-005036,Ground,2026-06-26,,,110,km,,UAE
T-005037,Hotel,2026-06-27,,,,km,9,Singapore
T-005038,Ground,2026-06-28,,,161,km,,US
T-005039,Flight,2026-06-29,BLR,JFK,5817,km,,Singapore
T-005040,Flight,2026-01-01,BLR,BOM,,km,,UK
T-005041,Flight,2026-01-02,SFO,DEL,9947,km,,UK
T-005042,Hotel,2026-01-03,,,,km,8,Singapore
T-005043,Flight,2026-01-04,SIN,BOM,4175,km,,Singapore
T-005044,Ground,2026-01-05,,,48,km,,UAE
T-005045,Hotel,2026-01-06,,,,km,1,UK
T-005046,Hotel,2026-01-07,,,,km,11,UAE
T-005047,Ground,2026-01-08,,,173,km,,UK
T-005048,Hotel,2026-01-09,,,,km,7,UAE
T-005049,Flight,2026-01-10,DXB,LHR,7616,km,,UK
T-005050,Ground,2026-01-11,,,11,km,,UAE
