Werk,Buchungsdatum,Material Document,Kraftstoff,Menge,Einheit,Cost Center,Vendor
PLT-SG-05,2026/01/05,4900005704,Natural Gas,31291,therm,OPS-5819,Metro Industrial Fuels
PLT-SG-05,01-06-2026,4900005705,BioFuel-X,51885,gal,OPS-5553,ACME Fuels GmbH
PLT-SG-05,07.01.2026,4900005706,Petrol,49427,L,OPS-5406,Metro Industrial Fuels
PLT-US-03,2026/01/08,4900005707,LPG,11637,therm,OPS-6692,ACME Fuels GmbH
PLT-US-03,01-09-2026,4900005708,LPG,47651,gal,OPS-6963,Metro Industrial Fuels
PLT-DE-01,10.01.2026,4900005709,Petrol,67710,gal,OPS-5117,ACME Fuels GmbH
PLT-IN-02,2026/01/11,4900005710,Petrol,67618,L,OPS-6061,Metro Industrial Fuels
PLT-DE-01,01-12-2026,4900005711,Petrol,22452,Liters,OPS-5819,Northstar Energy
PLT-DE-01,13.01.2026,4900005712,LPG,34853,Liters,OPS-6528,Metro Industrial Fuels
PLT-US-03,2026/01/14,4900005713,Petrol,27457,ltr,OPS-4997,Northstar Energy
PLT-SG-05,01-15-2026,4900005714,Diesel,19102,therm,OPS-4398,ACME Fuels GmbH
PLT-SG-05,16.01.2026,4900005715,Petrol,11915,L,OPS-6838,ACME Fuels GmbH
PLT-UK-04,2026/01/17,4900005716,BioFuel-X,70072,Liters,OPS-6095,Northstar Energy
PLT-DE-01,01-18-2026,4900005717,Natural Gas,29196,ltr,OPS-5462,Metro Industrial Fuels
PLT-IN-02,19.01.2026,4900005718,Diesel,15488,gal,OPS-6699,Metro Industrial Fuels
PLT-SG-05,2026/01/20,4900005719,Diesel,26075,Liters,OPS-4163,Delhi Gas Utility
PLT-US-03,01-21-2026,4900005720,Natural Gas,19422,therm,OPS-5417,Metro Industrial Fuels
PLT-US-03,22.01.2026,4900005721,Petrol,17647,L,OPS-5214,Delhi Gas Utility
PLT-SG-05,2026/01/23,4900005722,Diesel,67819,therm,OPS-6941,Delhi Gas Utility
PLT-UK-04,01-24-2026,4900005723,Petrol,8469,Liters,OPS-6493,Northstar Energy
PLT-UK-04,25.01.2026,4900005724,Diesel,58620,Liters,OPS-5207,Delhi Gas Utility
PLT-DE-01,2026/01/26,4900005725,BioFuel-X,32543,therm,OPS-6953,Northstar Energy
PLT-DE-01,01-27-2026,4900005726,Petrol,62235,ltr,OPS-5760,ACME Fuels GmbH
PLT-UK-04,28.01.2026,4900005727,Petrol,60082,ltr,OPS-6192,ACME Fuels GmbH
PLT-IN-02,2026/01/29,4900005728,LPG,35626,Liters,OPS-4741,Metro Industrial Fuels
PLT-SG-05,01-30-2026,4900005729,LPG,58509,therm,OPS-6123,Metro Industrial Fuels
PLT-UK-04,31.01.2026,4900005730,BioFuel-X,71059,gal,OPS-5354,Northstar Energy
PLT-SG-05,2026/02/01,4900005731,Petrol,36590,Liters,OPS-5851,Northstar Energy
PLT-US-03,02-02-2026,4900005732,Diesel,9129,ltr,OPS-4473,Delhi Gas Utility
PLT-DE-01,03.02.2026,4900005733,Petrol,27972,therm,OPS-6466,Metro Industrial Fuels
PLT-US-03,2026/02/04,4900005734,Diesel,23904,therm,OPS-6860,Delhi Gas Utility
PLT-IN-02,02-05-2026,4900005735,LPG,32971,therm,OPS-6469,ACME Fuels GmbH
PLT-US-03,06.02.2026,4900005736,LPG,14583,ltr,OPS-5172,Northstar Energy
PLT-IN-02,2026/02/07,4900005737,BioFuel-X,62770,gal,OPS-6944,Northstar Energy
PLT-DE-01,02-08-2026,4900005738,Petrol,53412,L,OPS-5677,Metro Industrial Fuels
PLT-IN-02,09.02.2026,4900005739,Diesel,17889,ltr,OPS-5906,ACME Fuels GmbH
PLT-SG-05,2026/02/10,4900005740,Petrol,54954,Liters,OPS-6123,ACME Fuels GmbH
PLT-DE-01,02-11-2026,4900005741,BioFuel-X,41478,ltr,OPS-4143,Delhi Gas Utility
PLT-US-03,12.02.2026,4900005742,Natural Gas,17159,therm,OPS-5016,ACME Fuels GmbH
PLT-IN-02,2026/02/13,4900005743,BioFuel-X,27991,therm,OPS-4276,Metro Industrial Fuels
PLT-US-03,02-14-2026,4900005744,BioFuel-X,21277,Liters,OPS-5442,Metro Industrial Fuels
PLT-DE-01,15.02.2026,4900005745,Natural Gas,24698,L,OPS-6562,ACME Fuels GmbH
PLT-DE-01,2026/02/16,4900005746,BioFuel-X,27536,gal,OPS-6230,Delhi Gas Utility
PLT-SG-05,02-17-2026,4900005747,Diesel,73135,therm,OPS-5618,Metro Industrial Fuels
PLT-US-03,18.02.2026,4900005748,Petrol,10217,Liters,OPS-6550,Northstar Energy
PLT-UK-04,2026/02/19,4900005749,Natural Gas,67368,therm,OPS-5448,Metro Industrial Fuels
PLT-DE-01,02-20-2026,4900005750,LPG,42793,Liters,OPS-4117,Delhi Gas Utility
PLT-IN-02,21.02.2026,4900005751,Petrol,72267,gal,OPS-4571,ACME Fuels GmbH
PLT-SG-05,2026/02/22,4900005752,BioFuel-X,22509,gal,OPS-5772,ACME Fuels GmbH
PLT-US-03,02-23-2026,4900005753,BioFuel-X,41481,gal,OPS-6413,Northstar Energy
PLT-SG-05,24.02.2026,4900005754,Natural Gas,23066,gal,OPS-6837,Northstar Energy
PLT-US-03,2026/02/25,4900005755,Natural Gas,58902,L,OPS-4182,Delhi Gas Utility
PLT-IN-02,02-26-2026,4900005756,LPG,10436,ltr,OPS-6213,Metro Industrial Fuels
PLT-IN-02,27.02.2026,4900005757,Natural Gas,11999,ltr,OPS-4068,Delhi Gas Utility
PLT-SG-05,2026/02/28,4900005758,BioFuel-X,56750,therm,OPS-5200,Delhi Gas Utility
PLT-SG-05,03-01-2026,4900005759,BioFuel-X,58051,therm,OPS-4557,Metro Industrial Fuels
PLT-IN-02,02.03.2026,4900005760,BioFuel-X,71035,Liters,OPS-4589,Metro Industrial Fuels
PLT-IN-02,2026/03/03,4900005761,Natural Gas,49689,L,OPS-4025,Metro Industrial Fuels
PLT-IN-02,03-04-2026,4900005762,Petrol,58879,gal,OPS-5792,ACME Fuels GmbH
PLT-IN-02,05.03.2026,4900005763,LPG,1000,therm,OPS-4932,Delhi Gas Utility
PLT-US-03,2026/03/06,4900005764,BioFuel-X,34909,Liters,OPS-4994,Northstar Energy
PLT-IN-02,03-07-2026,4900005765,Natural Gas,55792,ltr,OPS-5855,Metro Industrial Fuels
PLT-US-03,08.03.2026,4900005766,Petrol,4840,L,OPS-4872,Northstar Energy
PLT-SG-05,2026/03/09,4900005767,BioFuel-X,69615,Liters,OPS-4894,ACME Fuels GmbH
PLT-IN-02,03-10-2026,4900005768,Natural Gas,16542,therm,OPS-4697,Northstar Energy
PLT-US-03,11.03.2026,4900005769,Natural Gas,58791,L,OPS-5042,ACME Fuels GmbH
PLT-US-03,2026/03/12,4900005770,Petrol,20024,Liters,OPS-5189,Metro Industrial Fuels
PLT-IN-02,03-13-2026,4900005771,LPG,68365,gal,OPS-5842,Metro Industrial Fuels
PLT-DE-01,14.03.2026,4900005772,Diesel,5119,Liters,OPS-5702,Metro Industrial Fuels
PLT-DE-01,2026/03/15,4900005773,Petrol,73177,gal,OPS-6391,Metro Industrial Fuels
PLT-UK-04,03-16-2026,4900005774,Natural Gas,37469,therm,OPS-6161,Metro Industrial Fuels
PLT-SG-05,17.03.2026,4900005775,Diesel,45043,therm,OPS-5216,Northstar Energy
PLT-UK-04,2026/03/18,4900005776,BioFuel-X,67538,Liters,OPS-4934,Delhi Gas Utility
PLT-SG-05,03-19-2026,4900005777,Diesel,24614,ltr,OPS-6825,Delhi Gas Utility
PLT-SG-05,20.03.2026,4900005778,Petrol,37198,gal,OPS-5442,Metro Industrial Fuels
PLT-DE-01,2026/03/21,4900005779,BioFuel-X,57420,L,OPS-4662,Delhi Gas Utility
PLT-SG-05,03-22-2026,4900005780,LPG,34360,Liters,OPS-6774,Northstar Energy
PLT-US-03,23.03.2026,4900005781,Diesel,20976,therm,OPS-5999,Metro Industrial Fuels
PLT-SG-05,2026/03/24,4900005782,Petrol,3199,gal,OPS-4845,ACME Fuels GmbH
PLT-DE-01,03-25-2026,4900005783,Natural Gas,11209,ltr,OPS-5003,ACME Fuels GmbH
PLT-SG-05,26.03.2026,4900005784,BioFuel-X,15428,ltr,OPS-4373,Metro Industrial Fuels
PLT-IN-02,2026/03/27,4900005785,Natural Gas,18895,gal,OPS-5457,Metro Industrial Fuels
PLT-DE-01,03-28-2026,4900005786,Petrol,72103,gal,OPS-6245,ACME Fuels GmbH
PLT-DE-01,29.03.2026,4900005787,Diesel,5055,gal,OPS-5499,Delhi Gas Utility
PLT-US-03,2026/03/30,4900005788,Natural Gas,27143,therm,OPS-5335,Metro Industrial Fuels
PLT-IN-02,03-31-2026,4900005789,BioFuel-X,60131,L,OPS-6011,Delhi Gas Utility
PLT-DE-01,01.04.2026,4900005790,Petrol,67092,therm,OPS-5560,Northstar Energy
PLT-US-03,2026/04/02,4900005791,BioFuel-X,56606,gal,OPS-6854,Northstar Energy
PLT-US-03,04-03-2026,4900005792,LPG,46377,therm,OPS-5405,Northstar Energy
PLT-US-03,04.04.2026,4900005793,Petrol,48264,L,OPS-6656,Delhi Gas Utility
PLT-SG-05,2026/04/05,4900005794,Diesel,50738,ltr,OPS-5814,ACME Fuels GmbH
PLT-US-03,04-06-2026,4900005795,Petrol,39419,gal,OPS-4304,Delhi Gas Utility
PLT-US-03,07.04.2026,4900005796,Natural Gas,45266,ltr,OPS-6714,Northstar Energy
PLT-UK-04,2026/04/08,4900005797,LPG,18847,L,OPS-6642,Delhi Gas Utility
PLT-US-03,04-09-2026,4900005798,Diesel,9789,therm,OPS-4274,Delhi Gas Utility
PLT-US-03,10.04.2026,4900005799,BioFuel-X,12178,Liters,OPS-5209,Northstar Energy
PLT-DE-01,2026/04/11,4900005800,Natural Gas,41949,ltr,OPS-4165,Delhi Gas Utility
PLT-SG-05,04-12-2026,4900005801,Petrol,62123,therm,OPS-5897,Delhi Gas Utility
PLT-SG-05,13.04.2026,4900005802,Natural Gas,3421,gal,OPS-5229,ACME Fuels GmbH
PLT-IN-02,2026/04/14,4900005803,Natural Gas,24763,Liters,OPS-6963,ACME Fuels GmbH
PLT-US-03,04-15-2026,4900005804,Diesel,22139,Liters,OPS-6876,Delhi Gas Utility
PLT-IN-02,16.04.2026,4900005805,Petrol,26300,therm,OPS-6637,ACME Fuels GmbH
PLT-IN-02,2026/04/17,4900005806,Diesel,32885,L,OPS-6259,ACME Fuels GmbH
PLT-US-03,04-18-2026,4900005807,BioFuel-X,47458,ltr,OPS-6341,Northstar Energy
PLT-DE-01,19.04.2026,4900005808,Petrol,74522,L,OPS-5959,Northstar Energy
PLT-IN-02,2026/04/20,4900005809,Natural Gas,11655,ltr,OPS-5330,Northstar Energy
PLT-DE-01,04-21-2026,4900005810,LPG,53348,L,OPS-6434,ACME Fuels GmbH
PLT-US-03,22.04.2026,4900005811,Natural Gas,14972,ltr,OPS-5073,Northstar Energy
PLT-IN-02,2026/04/23,4900005812,Natural Gas,62045,L,OPS-6460,Metro Industrial Fuels
PLT-UK-04,04-24-2026,4900005813,LPG,23105,therm,OPS-5703,ACME Fuels GmbH
PLT-IN-02,25.04.2026,4900005814,Petrol,24382,therm,OPS-4526,ACME Fuels GmbH
PLT-DE-01,2026/04/26,4900005815,Natural Gas,15319,ltr,OPS-6536,ACME Fuels GmbH
PLT-DE-01,04-27-2026,4900005816,Natural Gas,26764,gal,OPS-4161,ACME Fuels GmbH
PLT-US-03,28.04.2026,4900005817,LPG,38060,gal,OPS-4140,Delhi Gas Utility
PLT-DE-01,2026/04/29,4900005818,LPG,68947,gal,OPS-6232,ACME Fuels GmbH
PLT-US-03,04-30-2026,4900005819,Petrol,49837,therm,OPS-4646,Delhi Gas Utility
PLT-DE-01,01.05.2026,4900005820,LPG,15387,gal,OPS-6417,ACME Fuels GmbH
PLT-DE-01,2026/05/02,4900005821,Natural Gas,67307,ltr,OPS-4787,Northstar Energy
PLT-IN-02,05-03-2026,4900005822,Diesel,51502,gal,OPS-5811,Delhi Gas Utility
PLT-UK-04,04.05.2026,4900005823,BioFuel-X,30655,therm,OPS-4220,Northstar Energy
PLT-DE-01,2026/05/05,4900005824,Diesel,9120,therm,OPS-6683,Delhi Gas Utility
PLT-DE-01,05-06-2026,4900005825,LPG,71858,gal,OPS-4471,Metro Industrial Fuels
PLT-US-03,07.05.2026,4900005826,Diesel,38134,L,OPS-4458,Delhi Gas Utility
PLT-DE-01,2026/05/08,4900005827,Natural Gas,27043,ltr,OPS-5115,Northstar Energy
PLT-DE-01,05-09-2026,4900005828,BioFuel-X,48268,therm,OPS-4313,Northstar Energy
PLT-UK-04,10.05.2026,4900005829,Petrol,68107,therm,OPS-4237,Metro Industrial Fuels
PLT-IN-02,2026/05/11,4900005830,Petrol,59528,Liters,OPS-6897,Metro Industrial Fuels
PLT-DE-01,05-12-2026,4900005831,BioFuel-X,19976,ltr,OPS-4855,ACME Fuels GmbH
PLT-IN-02,13.05.2026,4900005832,BioFuel-X,51741,L,OPS-6631,ACME Fuels GmbH
PLT-US-03,2026/05/14,4900005833,BioFuel-X,12216,L,OPS-4126,Delhi Gas Utility
PLT-DE-01,05-15-2026,4900005834,BioFuel-X,49741,ltr,OPS-5634,Metro Industrial Fuels
PLT-US-03,16.05.2026,4900005835,LPG,3026,L,OPS-6488,Northstar Energy
PLT-UK-04,2026/05/17,4900005836,BioFuel-X,52818,gal,OPS-6811,Delhi Gas Utility
PLT-IN-02,05-18-2026,4900005837,BioFuel-X,17997,ltr,OPS-4242,ACME Fuels GmbH
PLT-US-03,19.05.2026,4900005838,LPG,64688,L,OPS-4036,ACME Fuels GmbH
PLT-US-03,2026/05/20,4900005839,Diesel,64993,L,OPS-6291,Metro Industrial Fuels
PLT-IN-02,05-21-2026,4900005840,Natural Gas,25989,ltr,OPS-5221,Delhi Gas Utility
PLT-US-03,22.05.2026,4900005841,LPG,4063,therm,OPS-6010,Northstar Energy
PLT-SG-05,2026/05/23,4900005842,LPG,37446,gal,OPS-4789,Delhi Gas Utility
PLT-US-03,05-24-2026,4900005843,LPG,31953,therm,OPS-6999,ACME Fuels GmbH
PLT-IN-02,25.05.2026,4900005844,LPG,64653,ltr,OPS-5331,Delhi Gas Utility
PLT-US-03,2026/05/26,4900005845,Petrol,49049,gal,OPS-5458,Northstar Energy
PLT-SG-05,05-27-2026,4900005846,Diesel,14804,ltr,OPS-6359,Metro Industrial Fuels
PLT-US-03,28.05.2026,4900005847,LPG,3186,ltr,OPS-4676,Delhi Gas Utility
PLT-SG-05,2026/05/29,4900005848,LPG,56196,therm,OPS-4844,Metro Industrial Fuels
PLT-SG-05,05-30-2026,4900005849,Natural Gas,25668,therm,OPS-4595,Delhi Gas Utility
PLT-DE-01,01.01.2026,4900005850,Petrol,69765,L,OPS-6846,Delhi Gas Utility
PLT-UK-04,2026/01/02,4900005851,Petrol,53946,Liters,OPS-6125,Northstar Energy
PLT-US-03,01-03-2026,4900005852,LPG,54221,therm,OPS-5764,Metro Industrial Fuels
PLT-UK-04,04.01.2026,4900005853,Natural Gas,34882,L,OPS-6011,ACME Fuels GmbH
PLT-UK-04,2026/01/05,4900005854,Natural Gas,17124,L,OPS-4432,Metro Industrial Fuels
PLT-IN-02,01-06-2026,4900005855,LPG,43686,Liters,OPS-5811,Metro Industrial Fuels
PLT-DE-01,07.01.2026,4900005856,Petrol,52431,L,OPS-5467,Northstar Energy
PLT-DE-01,2026/01/08,4900005857,Diesel,688,gal,OPS-5103,Northstar Energy
PLT-UK-04,01-09-2026,4900005858,Natural Gas,10466,Liters,OPS-6228,ACME Fuels GmbH
PLT-UK-04,10.01.2026,4900005859,Diesel,40892,ltr,OPS-4297,Metro Industrial Fuels
PLT-DE-01,2026/01/11,4900005860,Diesel,70699,therm,OPS-5257,Metro Industrial Fuels
PLT-UK-04,01-12-2026,4900005861,Diesel,4119,ltr,OPS-4365,Delhi Gas Utility
PLT-US-03,13.01.2026,4900005862,Petrol,52435,L,OPS-5391,Northstar Energy
PLT-US-03,2026/01/14,4900005863,Natural Gas,49737,Liters,OPS-5631,Delhi Gas Utility
PLT-US-03,01-15-2026,4900005864,Natural Gas,49827,gal,OPS-6047,Metro Industrial Fuels
PLT-DE-01,16.01.2026,4900005865,Natural Gas,11781,Liters,OPS-5188,Northstar Energy
PLT-US-03,2026/01/17,4900005866,LPG,41306,Liters,OPS-5450,Metro Industrial Fuels
PLT-DE-01,01-18-2026,4900005867,Natural Gas,55623,L,OPS-4028,ACME Fuels GmbH
PLT-UK-04,19.01.2026,4900005868,Natural Gas,12202,gal,OPS-4623,Metro Industrial Fuels
PLT-SG-05,2026/01/20,4900005869,BioFuel-X,19689,ltr,OPS-6404,Metro Industrial Fuels
PLT-DE-01,01-21-2026,4900005870,BioFuel-X,35053,ltr,OPS-4850,Metro Industrial Fuels
PLT-SG-05,22.01.2026,4900005871,Petrol,69567,ltr,OPS-6695,ACME Fuels GmbH
PLT-DE-01,2026/01/23,4900005872,LPG,42627,therm,OPS-4793,Northstar Energy
PLT-SG-05,01-24-2026,4900005873,Diesel,3900,gal,OPS-5664,Northstar Energy
PLT-DE-01,25.01.2026,4900005874,Diesel,4394,gal,OPS-4774,Metro Industrial Fuels
PLT-IN-02,2026/01/26,4900005875,Petrol,34079,L,OPS-6161,Northstar Energy
PLT-IN-02,01-27-2026,4900005876,BioFuel-X,73708,Liters,OPS-5898,ACME Fuels GmbH
PLT-IN-02,28.01.2026,4900005877,BioFuel-X,2094,therm,OPS-6336,Northstar Energy
PLT-US-03,2026/01/29,4900005878,Natural Gas,44009,L,OPS-6432,Northstar Energy
PLT-SG-05,01-30-2026,4900005879,BioFuel-X,33484,Liters,OPS-5752,Northstar Energy
PLT-DE-01,31.01.2026,4900005880,BioFuel-X,38543,ltr,OPS-6848,Northstar Energy
PLT-UK-04,2026/02/01,4900005881,Petrol,57082,ltr,OPS-4690,ACME Fuels GmbH
PLT-UK-04,02-02-2026,4900005882,Diesel,1620,L,OPS-6655,Metro Industrial Fuels
PLT-US-03,03.02.2026,4900005883,BioFuel-X,26879,Liters,OPS-6375,Northstar Energy
PLT-IN-02,2026/02/04,4900005884,Natural Gas,41852,gal,OPS-5282,ACME Fuels GmbH
PLT-SG-05,02-05-2026,4900005885,Natural Gas,53697,ltr,OPS-4664,Metro Industrial Fuels
PLT-SG-05,06.02.2026,4900005886,BioFuel-X,36553,gal,OPS-6942,ACME Fuels GmbH
PLT-DE-01,2026/02/07,4900005887,BioFuel-X,6103,L,OPS-4052,Metro Industrial Fuels
PLT-IN-02,02-08-2026,4900005888,LPG,72950,L,OPS-5162,Northstar Energy
PLT-DE-01,09.02.2026,4900005889,Natural Gas,58832,therm,OPS-4167,Northstar Energy
PLT-SG-05,2026/02/10,4900005890,Petrol,74273,Liters,OPS-4368,Northstar Energy
PLT-US-03,02-11-2026,4900005891,Petrol,22821,ltr,OPS-4613,Delhi Gas Utility
PLT-IN-02,12.02.2026,4900005892,LPG,28003,therm,OPS-5932,Northstar Energy
PLT-SG-05,2026/02/13,4900005893,LPG,53184,therm,OPS-4510,Delhi Gas Utility
PLT-UK-04,02-14-2026,4900005894,Petrol,6377,ltr,OPS-5549,Northstar Energy
PLT-DE-01,15.02.2026,4900005895,Diesel,59864,therm,OPS-5399,Delhi Gas Utility
PLT-UK-04,2026/02/16,4900005896,Diesel,8536,gal,OPS-6765,Northstar Energy
PLT-UK-04,02-17-2026,4900005897,LPG,9616,L,OPS-4494,ACME Fuels GmbH
PLT-DE-01,18.02.2026,4900005898,Petrol,54644,L,OPS-5643,Northstar Energy
PLT-DE-01,2026/02/19,4900005899,Diesel,33418,therm,OPS-6386,Delhi Gas Utility
PLT-UK-04,02-20-2026,4900005900,Petrol,7960,gal,OPS-5242,Delhi Gas Utility
PLT-IN-02,21.02.2026,4900005901,LPG,39630,therm,OPS-6238,Northstar Energy
PLT-UK-04,2026/02/22,4900005902,BioFuel-X,24262,ltr,OPS-5197,Metro Industrial Fuels
PLT-DE-01,02-23-2026,4900005903,BioFuel-X,60145,L,OPS-6295,ACME Fuels GmbH
PLT-IN-02,24.02.2026,4900005904,Natural Gas,19321,Liters,OPS-5369,ACME Fuels GmbH
PLT-SG-05,2026/02/25,4900005905,Diesel,20605,L,OPS-6255,Delhi Gas Utility
PLT-UK-04,02-26-2026,4900005906,LPG,21807,therm,OPS-6398,ACME Fuels GmbH
PLT-UK-04,27.02.2026,4900005907,Diesel,53671,therm,OPS-4607,Metro Industrial Fuels
PLT-SG-05,2026/02/28,4900005908,Natural Gas,47312,ltr,OPS-6339,Northstar Energy
PLT-UK-04,03-01-2026,4900005909,Petrol,60261,L,OPS-5648,Delhi Gas Utility
PLT-DE-01,02.03.2026,4900005910,Natural Gas,14260,L,OPS-6797,Metro Industrial Fuels
PLT-DE-01,2026/03/03,4900005911,BioFuel-X,1311,gal,OPS-4191,Delhi Gas Utility
PLT-DE-01,03-04-2026,4900005912,LPG,63936,gal,OPS-6586,Metro Industrial Fuels
PLT-IN-02,05.03.2026,4900005913,Natural Gas,57019,gal,OPS-4149,Metro Industrial Fuels
PLT-SG-05,2026/03/06,4900005914,Natural Gas,4653,gal,OPS-5118,Northstar Energy
PLT-UK-04,03-07-2026,4900005915,Petrol,20307,therm,OPS-6215,Metro Industrial Fuels
PLT-SG-05,08.03.2026,4900005916,BioFuel-X,53706,ltr,OPS-5423,ACME Fuels GmbH
PLT-US-03,2026/03/09,4900005917,Petrol,62279,Liters,OPS-5617,Northstar Energy
PLT-UK-04,03-10-2026,4900005918,BioFuel-X,57936,ltr,OPS-5618,Northstar Energy
PLT-SG-05,11.03.2026,4900005919,LPG,36249,L,OPS-4656,ACME Fuels GmbH
PLT-US-03,2026/03/12,4900005920,BioFuel-X,58606,gal,OPS-5952,Northstar Energy
PLT-IN-02,03-13-2026,4900005921,Petrol,507,L,OPS-5367,Delhi Gas Utility
PLT-IN-02,14.03.2026,4900005922,BioFuel-X,19601,L,OPS-4735,Metro Industrial Fuels
PLT-IN-02,2026/03/15,4900005923,Natural Gas,29641,L,OPS-5593,Northstar Energy
PLT-US-03,03-16-2026,4900005924,BioFuel-X,45310,ltr,OPS-4912,Delhi Gas Utility
PLT-DE-01,17.03.2026,4900005925,BioFuel-X,1375,gal,OPS-5056,ACME Fuels GmbH
PLT-US-03,2026/03/18,4900005926,Diesel,50001,ltr,OPS-5772,Northstar Energy
PLT-US-03,03-19-2026,4900005927,BioFuel-X,19270,ltr,OPS-5637,Metro Industrial Fuels
PLT-IN-02,20.03.2026,4900005928,Petrol,48297,L,OPS-6900,Delhi Gas Utility
PLT-SG-05,2026/03/21,4900005929,Diesel,63251,gal,OPS-4253,Northstar Energy
PLT-UK-04,03-22-2026,4900005930,LPG,27567,therm,OPS-4855,Delhi Gas Utility
PLT-UK-04,23.03.2026,4900005931,Natural Gas,17876,therm,OPS-4889,Northstar Energy
PLT-SG-05,2026/03/24,4900005932,Petrol,17026,ltr,OPS-6855,Metro Industrial Fuels
PLT-IN-02,03-25-2026,4900005933,BioFuel-X,20935,gal,OPS-4572,Delhi Gas Utility
PLT-IN-02,26.03.2026,4900005934,Petrol,65231,ltr,OPS-6374,Delhi Gas Utility
PLT-IN-02,2026/03/27,4900005935,Natural Gas,13420,L,OPS-6938,Metro Industrial Fuels
PLT-SG-05,03-28-2026,4900005936,LPG,7023,L,OPS-5278,Delhi Gas Utility
PLT-DE-01,29.03.2026,4900005937,Natural Gas,27262,Liters,OPS-5825,ACME Fuels GmbH
PLT-IN-02,2026/03/30,4900005938,Natural Gas,35059,ltr,OPS-4805,ACME Fuels GmbH
PLT-IN-02,03-31-2026,4900005939,LPG,70488,gal,OPS-5150,Northstar Energy
PLT-IN-02,01.04.2026,4900005940,Petrol,52298,L,OPS-6644,Metro Industrial Fuels
PLT-US-03,2026/04/02,4900005941,BioFuel-X,71802,L,OPS-4897,Metro Industrial Fuels
PLT-SG-05,04-03-2026,4900005942,Petrol,13291,gal,OPS-6814,ACME Fuels GmbH
PLT-SG-05,04.04.2026,4900005943,BioFuel-X,62639,therm,OPS-6213,ACME Fuels GmbH
PLT-US-03,2026/04/05,4900005944,Petrol,50665,Liters,OPS-5258,Northstar Energy
PLT-US-03,04-06-2026,4900005945,BioFuel-X,18934,L,OPS-6726,Delhi Gas Utility
PLT-IN-02,07.04.2026,4900005946,BioFuel-X,60810,gal,OPS-5185,ACME Fuels GmbH
PLT-IN-02,2026/04/08,4900005947,BioFuel-X,42413,ltr,OPS-4811,Metro Industrial Fuels
PLT-US-03,04-09-2026,4900005948,LPG,68521,gal,OPS-4836,Northstar Energy
PLT-SG-05,10.04.2026,4900005949,Natural Gas,17454,gal,OPS-6603,ACME Fuels GmbH
PLT-UK-04,2026/04/11,4900005950,LPG,29010,gal,OPS-6487,Metro Industrial Fuels
PLT-IN-02,04-12-2026,4900005951,Diesel,67929,ltr,OPS-6840,Northstar Energy
PLT-IN-02,13.04.2026,4900005952,Diesel,3045,ltr,OPS-6432,Northstar Energy
PLT-US-03,2026/04/14,4900005953,Diesel,55179,Liters,OPS-6789,ACME Fuels GmbH
PLT-DE-01,04-15-2026,4900005954,BioFuel-X,16796,Liters,OPS-5785,Metro Industrial Fuels
PLT-DE-01,16.04.2026,4900005955,BioFuel-X,68732,therm,OPS-6646,Metro Industrial Fuels
PLT-UK-04,2026/04/17,4900005956,BioFuel-X,29299,Liters,OPS-5929,ACME Fuels GmbH
PLT-SG-05,04-18-2026,4900005957,LPG,39088,gal,OPS-5755,Delhi Gas Utility
PLT-SG-05,19.04.2026,4900005958,Petrol,18704,gal,OPS-6966,ACME Fuels GmbH
PLT-SG-05,2026/04/20,4900005959,Petrol,177,ltr,OPS-4758,Northstar Energy
PLT-UK-04,04-21-2026,4900005960,Natural Gas,19269,therm,OPS-4625,ACME Fuels GmbH
PLT-SG-05,22.04.2026,4900005961,BioFuel-X,42681,Liters,OPS-4991,Metro Industrial Fuels
PLT-SG-05,2026/04/23,4900005962,BioFuel-X,38710,ltr,OPS-4933,Northstar Energy
PLT-US-03,04-24-2026,4900005963,Diesel,44197,gal,OPS-4823,Northstar Energy
PLT-UK-04,25.04.2026,4900005964,Petrol,42043,Liters,OPS-5783,Northstar Energy
PLT-UK-04,2026/04/26,4900005965,Diesel,26052,L,OPS-6103,Metro Industrial Fuels
PLT-DE-01,04-27-2026,4900005966,Natural Gas,28518,L,OPS-4372,ACME Fuels GmbH
PLT-IN-02,28.04.2026,4900005967,BioFuel-X,19248,therm,OPS-6750,Metro Industrial Fuels
PLT-US-03,2026/04/29,4900005968,BioFuel-X,29075,ltr,OPS-6690,Metro Industrial Fuels
PLT-IN-02,04-30-2026,4900005969,Natural Gas,26905,ltr,OPS-5167,Metro Industrial Fuels
PLT-IN-02,01.05.2026,4900005970,LPG,35164,gal,OPS-4267,Metro Industrial Fuels
PLT-DE-01,2026/05/02,4900005971,LPG,51356,L,OPS-4507,ACME Fuels GmbH
PLT-SG-05,05-03-2026,4900005972,LPG,1410,Liters,OPS-5764,Metro Industrial Fuels
PLT-IN-02,04.05.2026,4900005973,Natural Gas,3052,therm,OPS-5693,Northstar Energy
PLT-SG-05,2026/05/05,4900005974,LPG,39922,therm,OPS-6572,Delhi Gas Utility
PLT-US-03,05-06-2026,4900005975,LPG,61526,gal,OPS-5487,Northstar Energy
PLT-UK-04,07.05.2026,4900005976,Diesel,12025,therm,OPS-6524,ACME Fuels GmbH
PLT-DE-01,2026/05/08,4900005977,BioFuel-X,25979,therm,OPS-5198,Northstar Energy
PLT-DE-01,05-09-2026,4900005978,Petrol,73349,L,OPS-5433,Metro Industrial Fuels
PLT-UK-04,10.05.2026,4900005979,BioFuel-X,32414,Liters,OPS-6353,Northstar Energy
